source,target,annotation
"Secondly , without the truly communication in the real life , people lose the ability to see the truth and false .","Secondly , without truly in communicating real , people lose the ability will to see the truth and difference between true .",A 3 4|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 4 5|||Rloc-||||||REQUIRED|||-NONE-|||0; A 5 6|||Vform|||communicating|||REQUIRED|||-NONE-|||0; A 7 8|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 12 12|||Vm|||will|||REQUIRED|||-NONE-|||0; A 18 19|||Others|||difference between true|||REQUIRED|||-NONE-|||0
"There are many people in the social media with beautiful image and good content in their pages , however in real life , he or she may do not have jobs or live poorly .","There are many people in social media with beautiful a image and good content on their pages , but in real life he they do not have or live poorly a job and",A 5 6|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 9 9|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0; A 14 15|||Prep|||on|||REQUIRED|||-NONE-|||0; A 18 19|||Trans|||but|||REQUIRED|||-NONE-|||0; A 22 23|||Mec||||||REQUIRED|||-NONE-|||0; A 23 26|||Pref|||they|||REQUIRED|||-NONE-|||0; A 27 28|||Rloc-||||||REQUIRED|||-NONE-|||0; A 30 31|||ArtOrDet|||a job|||REQUIRED|||-NONE-|||0; A 31 32|||Trans|||and|||REQUIRED|||-NONE-|||0
Teenagers may believe these people and easily be cheat and lose money even their safe .,Teenagers may believe these people and easily be cheated and lose money even when they think they are safe .,A 8 9|||Vform|||cheated|||REQUIRED|||-NONE-|||0; A 13 14|||Others|||when they think they are|||REQUIRED|||-NONE-|||0
"Therefore , the social media is not safe which is bad to teenager 's future development .","Therefore , social media is not safe which , is bad for a teenager 's future development .","A 2 3|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 8 8|||Mec|||,|||REQUIRED|||-NONE-|||0; A 11 12|||Prep|||for|||REQUIRED|||-NONE-|||0; A 12 12|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0"
"All in all , the appearance of social media truly helps people a lot in many areas .","All in all , the existence of social media helps people a lot in many areas ways",A 5 6|||Wci|||existence|||REQUIRED|||-NONE-|||0; A 9 10|||Rloc-||||||REQUIRED|||-NONE-|||0; A 16 17|||Wci|||ways|||REQUIRED|||-NONE-|||0
"However , there exits some disadvantages which will affect people in some degree .","However , there are some disadvantages which will affect people to some degree .",A 3 4|||Wci|||are|||REQUIRED|||-NONE-|||0; A 10 11|||Prep|||to|||REQUIRED|||-NONE-|||0
Advantages and Disadvantages of Using Social Media in Our Daily life and Society .,Advantages and Disadvantages of Using Social Media in Our Daily life and Society .,NONE
"Nowadays , with the development of technology and society , social media become more popular and even important in our daily life .","Nowadays , with the development of technology and society , social media has become more popular and more even important in lives daily life .",A 12 12|||Vform|||has|||REQUIRED|||-NONE-|||0; A 17 17|||Others|||more|||REQUIRED|||-NONE-|||0; A 21 22|||Nn|||lives|||REQUIRED|||-NONE-|||0
"We communicate with others using social media , such as twitter , facebook and microblog more and more frequently .","We communicate with others using social media , such as Twitter , Facebook and microblogging more and more frequently .",A 10 11|||Mec|||Twitter|||REQUIRED|||-NONE-|||0; A 12 13|||Mec|||Facebook|||REQUIRED|||-NONE-|||0; A 14 15|||Wform|||microblogging|||REQUIRED|||-NONE-|||0
"There is no need to for people to go out of their home to interact with others , they chat online , share pictures , tell others what they have done or funny stories .","There is no need for people to go leave home to interact homes others , they chat online , can share pictures , tell others what they have done or funny stories tell .",A 4 5|||Prep||||||REQUIRED|||-NONE-|||0; A 8 11|||Wci|||leave|||REQUIRED|||-NONE-|||0; A 12 13|||Nn|||homes|||REQUIRED|||-NONE-|||0; A 19 19|||Vm|||can|||REQUIRED|||-NONE-|||0; A 32 32|||V0|||tell|||REQUIRED|||-NONE-|||0
"It seems that people build a good relationship with others by the social media , but the problems come out .","It seems that people build good relationship relationships others by via media , but the problems out . appear",A 5 6|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 7 8|||Nn|||relationships|||REQUIRED|||-NONE-|||0; A 10 11|||Prep|||via|||REQUIRED|||-NONE-|||0; A 11 12|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 16 17|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 18 20|||Wci|||appear|||REQUIRED|||-NONE-|||0
"Pepope do not know how to talk with others face to face , especially the strangers .","People do not know how to talk with others face to face , especially strangers .",A 0 1|||Mec|||People|||REQUIRED|||-NONE-|||0; A 14 15|||ArtOrDet||||||REQUIRED|||-NONE-|||0
"Then , we need to talk about the advantages and disadvantages of using social media in your daily life and society .",we need We talk about the advantages and disadvantages of using social media in your daily life and society . in,A 0 2|||Rloc-||||||REQUIRED|||-NONE-|||0; A 2 3|||Mec|||We|||REQUIRED|||-NONE-|||0; A 20 20|||Prep|||in|||REQUIRED|||-NONE-|||0
"As for the advantages , there are two aspects : more convenient to contact others , easier to know about others .","As for the advantages , there are two aspects : it is more convenient to contact others and it is , learn to know about others .",A 10 10|||V0|||it is|||REQUIRED|||-NONE-|||0; A 16 16|||Trans|||and it is|||REQUIRED|||-NONE-|||0; A 18 19|||Wci|||learn|||REQUIRED|||-NONE-|||0
One advantage is that it is more convenience to contact others by social media .,One advantage is that it is more convenient to contact others by social media .,A 7 8|||Wform|||convenient|||REQUIRED|||-NONE-|||0
"In old days , if one wants to tell some important news to another one , which lives far away , he needs to write letters and it wastes time .","In the old days , someone wanted wants to tell some important news someone else one , who lived far away , he needed to write letters and it would waste time .",A 1 1|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 5 6|||Wform|||someone|||REQUIRED|||-NONE-|||0; A 6 7|||Vt|||wanted|||REQUIRED|||-NONE-|||0; A 13 15|||Wci|||someone else|||REQUIRED|||-NONE-|||0; A 16 17|||Pref|||who|||REQUIRED|||-NONE-|||0; A 17 18|||Vt|||lived|||REQUIRED|||-NONE-|||0; A 22 23|||Vt|||needed|||REQUIRED|||-NONE-|||0; A 28 29|||Vm|||would waste|||REQUIRED|||-NONE-|||0
The long distance and time-consuming make spreading the messages very difficult at that time .,The long distances and travelling times made spreading messages very difficult at that time .,A 2 3|||Nn|||distances|||REQUIRED|||-NONE-|||0; A 4 5|||Wci|||travelling times|||REQUIRED|||-NONE-|||0; A 5 6|||Vt|||made|||REQUIRED|||-NONE-|||0; A 7 8|||ArtOrDet||||||REQUIRED|||-NONE-|||0
"Therefore , people may not contact with the faraway friends and relatives unless there are something important .","Therefore , people may not have made contact the faraway friends and relatives unless there was something important .",A 5 5|||V0|||have made|||REQUIRED|||-NONE-|||0; A 7 8|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 14 15|||Vt|||was|||REQUIRED|||-NONE-|||0
"However , people now can contact with anyone all over the world who can use computer at any time , and there is no time delay of messages .","However , people now can contact anyone all anywhere in world who can use computer at a computer , time , and there is no time delay of messages for","A 6 7|||Prep||||||REQUIRED|||-NONE-|||0; A 8 10|||Wci|||anywhere in|||REQUIRED|||-NONE-|||0; A 15 16|||ArtOrDet|||a computer ,|||REQUIRED|||-NONE-|||0; A 26 27|||Prep|||for|||REQUIRED|||-NONE-|||0"
The other advantage is that it is easier to know about others by social media .,The other advantage is that it is easier to learn about others via social media .,A 9 10|||Wci|||learn|||REQUIRED|||-NONE-|||0; A 12 13|||Prep|||via|||REQUIRED|||-NONE-|||0
"If there is no social media , it is difficult for people to know about a stranger .","If there was no social media , it would be difficult for people to learn about a stranger .",A 2 3|||Vt|||was|||REQUIRED|||-NONE-|||0; A 8 9|||Vm|||would be|||REQUIRED|||-NONE-|||0; A 13 14|||Wci|||learn|||REQUIRED|||-NONE-|||0
"They may collect information about that person by asking his friends , colleagues or family members .","They may collect information about that person by asking his friends , colleagues or family members .",NONE
And the information collected may not be intact and true .,And the information collected may not be intact and true .,NONE
"Unlike today , with the help with social media , people can easily get the information they want just by searching on line , and know about what that person did everyday at what time .","Unlike today , where with the help with social media , people can easily get the information they want just by online line , and learn about what that person does everyday and at what time .",A 3 3|||Prep|||where|||REQUIRED|||-NONE-|||0; A 21 23|||Mec|||online|||REQUIRED|||-NONE-|||0; A 25 26|||Wci|||learn|||REQUIRED|||-NONE-|||0; A 30 31|||Vt|||does|||REQUIRED|||-NONE-|||0; A 32 32|||Trans|||and|||REQUIRED|||-NONE-|||0
"As for the disadvantages of social media in our daily life , wasting time , causing illness related to sitting long time before the computer , quick-spread of rumor and fake news , most importantly , making people lost the ability to talk to others face to face confidently .","As for the disadvantages of social media in our daily lives , these include wasting time , illnesses illness related to for a sitting in front of a before the the quick spread , quick-spread of rumor and fake and news , most importantly lose making people lost the ability to talk to others face to face confidently .",A 10 11|||Nn|||lives|||REQUIRED|||-NONE-|||0; A 12 12|||Trans|||these include|||REQUIRED|||-NONE-|||0; A 16 17|||Nn|||illnesses|||REQUIRED|||-NONE-|||0; A 20 20|||Prep|||for a|||REQUIRED|||-NONE-|||0; A 22 23|||Wci|||in front|||REQUIRED|||-NONE-|||0; A 23 24|||Prep|||of a|||REQUIRED|||-NONE-|||0; A 26 27|||ArtOrDet|||the quick spread|||REQUIRED|||-NONE-|||0; A 33 33|||Trans|||and|||REQUIRED|||-NONE-|||0; A 38 39|||Wci|||lose|||REQUIRED|||-NONE-|||0
It is weird that people sit around the table but all face to their phones and do not talk with each other .,It is strange that people sit around the table but all look at their phones and do not talk to each other .,A 2 3|||Wtone|||strange|||REQUIRED|||-NONE-|||0; A 11 12|||Wci|||look|||REQUIRED|||-NONE-|||0; A 12 13|||Prep|||at|||REQUIRED|||-NONE-|||0; A 19 20|||Prep|||to|||REQUIRED|||-NONE-|||0
"If there is a joke on their facebook page , they may talk to others in this way , "" hi , look , how ridiculous this is "" , then they laugh together .","If there is a joke on their Facebook page , they may talk to others in this way , "" hi , look , how ridiculous this is "" , then they would laugh together .",A 7 8|||Mec|||Facebook|||REQUIRED|||-NONE-|||0; A 32 32|||Vm|||would|||REQUIRED|||-NONE-|||0
"No matter it is a party , dinner or just simply get-together , there always are some people bow their head and playing their phones even their family and friends are in front of them .","No matter it is a party , a dinner or a simple simply get-together , are always are some people who will bow heads head play with playing their when phones even their family and friends are in front of them .",A 7 7|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0; A 10 11|||Wform|||a simple|||REQUIRED|||-NONE-|||0; A 14 16|||WOadv|||are always|||REQUIRED|||-NONE-|||0; A 18 18|||Vm|||who will|||REQUIRED|||-NONE-|||0; A 20 21|||Nn|||heads|||REQUIRED|||-NONE-|||0; A 22 23|||Vform|||play|||REQUIRED|||-NONE-|||0; A 23 23|||Prep|||with|||REQUIRED|||-NONE-|||0; A 26 26|||Prep|||when|||REQUIRED|||-NONE-|||0
"In a conclusion , there are both advantages and disadvantages of using social media in daily life .","In conclusion , there are both advantages and disadvantages of using social media in daily life .",A 1 2|||ArtOrDet||||||REQUIRED|||-NONE-|||0
People should enjoy the advantages of social media while be aware of the disadvantages of that and try their best to avoid the disadvantages happen to them and their friends and family .,"People should enjoy the advantages of social media while being aware of the disadvantages of it , and try their best to avoid the disadvantages from happening to them and their friends and family .","A 9 10|||Vform|||being|||REQUIRED|||-NONE-|||0; A 15 16|||Pref|||it ,|||REQUIRED|||-NONE-|||0; A 24 25|||Vform|||from happening|||REQUIRED|||-NONE-|||0"
Today world is considered to be the era of social media sites like Facebook and Twitter which are attractively connecting people around the world .,"Today world is considered to be an the era of social media sites like Facebook and , Twitter attractive for are attractively connecting people around the world .","A 6 6|||Prep|||in|||REQUIRED|||-NONE-|||0; A 6 7|||ArtOrDet|||an|||REQUIRED|||-NONE-|||0; A 16 16|||Mec|||,|||REQUIRED|||-NONE-|||0; A 18 19|||Wform|||attractive|||REQUIRED|||-NONE-|||0; A 19 19|||Prep|||for|||REQUIRED|||-NONE-|||0"
