source,target,annotation
Online friends became real life friends and real life friends communicate with one another online .,Online friends become real life friends and real life friends communicate with one another online .,A 2 3|||Vt|||become|||REQUIRED|||-NONE-|||0
Social media has changed our ways of exchanging information and interpersonal relationships profoundly .,Social media has changed the ways of exchange information and our interpersonal relationships profoundly .,A 4 5|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 6 6|||Pform|||we|||REQUIRED|||-NONE-|||0; A 6 7|||Prep||||||REQUIRED|||-NONE-|||0; A 7 8|||Vform|||exchange|||REQUIRED|||-NONE-|||0; A 10 10|||Pform|||our|||REQUIRED|||-NONE-|||0
There are advantages and disadvantages in this change .,There are advantages and disadvantages in this change .,NONE
Social media has reshaped the way of communication .,Social media has reshaped the way of communicate .,A 6 6|||Pform|||we|||REQUIRED|||-NONE-|||0; A 6 7|||Prep||||||REQUIRED|||-NONE-|||0; A 7 8|||Vform|||communicate|||REQUIRED|||-NONE-|||0
"In real life , we communicate with one another as equal participants .","In real life , we communicate with one another as equal participants .",NONE
"We share ideas , stories and forge friendship based on mutual respect .","We share ideas , stories and forge friendships based on mutual respect .",A 7 8|||Nn|||friendships|||REQUIRED|||-NONE-|||0
"However , communication on social media is largely based on "" broadcasting and listening "" .","However , communication on social media is largely based on "" broadcasting and listening "" .",NONE
When we use facebook and post pictures and statuses .,When we use facebook and post pictures and statuses,A 9 10|||Srun||||||REQUIRED|||-NONE-|||0
"We are actively "" presenting "" fa ç ades of our lifes in front of others .","we are actively "" presenting "" a facade of our lifes in lives . to",A 0 1|||Mec|||we|||REQUIRED|||-NONE-|||0; A 6 9|||ArtOrDet|||a facade|||REQUIRED|||-NONE-|||0; A 11 12|||Wform|||lives|||REQUIRED|||-NONE-|||0; A 12 14|||Rloc-||||||REQUIRED|||-NONE-|||0; A 14 15|||Prep|||to|||REQUIRED|||-NONE-|||0
"We tend to post pictures with the best looks , status that are funny .","We tend to post our best pictures , status that are and statuses",A 4 9|||Wci|||our best pictures|||REQUIRED|||-NONE-|||0; A 9 11|||Trans|||and statuses|||REQUIRED|||-NONE-|||0
We broadcast these facades of us to others .,We broadcast these facades us others .,A 4 5|||Prep||||||REQUIRED|||-NONE-|||0; A 5 6|||Prep||||||REQUIRED|||-NONE-|||0
The images we choose to present are tentatively considered .,The images we choose to present are tentatively considered ;,A 9 10|||Srun|||;|||REQUIRED|||-NONE-|||0
"The audience is not some specific person , but everyone we might know , or even the entire world .","the audience is not a specific person , but everyone we know , or even the entire world .",A 0 1|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 4 5|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0; A 11 12|||Rloc-||||||REQUIRED|||-NONE-|||0
There is an element of seeking out for attention rather than expressing one 's true opinion on social networks .,There is an element of seeking for rather than seeking expressing one 's true opinion opinions social networks .,A 5 5|||V0|||being|||REQUIRED|||-NONE-|||0; A 5 6|||WOinc||||||REQUIRED|||-NONE-|||0; A 6 7|||Prep||||||REQUIRED|||-NONE-|||0; A 7 8|||Prep||||||REQUIRED|||-NONE-|||0; A 9 9|||WOinc|||seeking|||REQUIRED|||-NONE-|||0; A 15 16|||Nn|||opinions|||REQUIRED|||-NONE-|||0
"On the other hand , the viewers , are not the listeners .","On the other hand , the viewers are not the listeners . ;",A 7 8|||Srun||||||REQUIRED|||-NONE-|||0; A 12 13|||Srun|||;|||REQUIRED|||-NONE-|||0
They are just scrolling down pages of pages of pictures and statuses and see one of them which they might think it funny .,they are just scrolling down pages upon pages of pictures and statuses until they see of which they might it funny is,A 0 1|||Mec|||they|||REQUIRED|||-NONE-|||0; A 6 7|||Prep|||upon|||REQUIRED|||-NONE-|||0; A 12 13|||Trans|||until|||REQUIRED|||-NONE-|||0; A 13 13|||Pform|||they|||REQUIRED|||-NONE-|||0; A 15 16|||Prep||||||REQUIRED|||-NONE-|||0; A 16 17|||Rloc-||||||REQUIRED|||-NONE-|||0; A 19 20|||Rloc-||||||REQUIRED|||-NONE-|||0; A 21 22|||Wci|||is|||REQUIRED|||-NONE-|||0
"It is not the broadcasters themselves they care about , but the content .","It is not the broadcasters themselves they care about , but the content .",NONE
This type of communication does not help forging interpersonal relationships .,This type of communication does not help forge interpersonal relationships .,A 7 8|||Vform|||forge|||REQUIRED|||-NONE-|||0
"In real life , establishing friendship requires the all-rounded understanding in one another and the caring for one another .","In real life , establishing friendship requires an all-round understanding in one another and the care caring for one another .",A 7 8|||ArtOrDet|||an|||REQUIRED|||-NONE-|||0; A 8 9|||Wform|||all-round|||REQUIRED|||-NONE-|||0; A 15 15|||Wci|||ability to|||REQUIRED|||-NONE-|||0; A 15 16|||Vform|||care|||REQUIRED|||-NONE-|||0
The latter requires face to face interaction where we can show our emotions to the other .,The latter requires face to face interaction where we can show our emotions to the other .,NONE
One can not truly understand a person with only stalking his/her facebook page where he/she carefully chooses what to present .,One can not truly understand a person by only stalking their facebook page where they carefully chooses what to present .,A 7 8|||Prep|||by|||REQUIRED|||-NONE-|||0; A 10 11|||Pform|||their|||REQUIRED|||-NONE-|||0; A 14 15|||Pform|||they|||REQUIRED|||-NONE-|||0
One can not truly show their emotions by another by texting some = ) signs .,One can not truly show their emotions to another by texting the = ) sign .,A 7 8|||Prep|||to|||REQUIRED|||-NONE-|||0; A 11 12|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 14 15|||Nn|||sign|||REQUIRED|||-NONE-|||0
The broadcasting and viewing model is not good for forging relationships .,The broadcasting and viewing model is not good for forging relationships .,NONE
"However , it is good for sharing information .","However , it is good for sharing information .",NONE
"On social media , everyone is a broadcaster and a viewer .","On social media , everyone is a broadcaster and a viewer .",NONE
"With my social network account , I seldom read newspapers or go to news websites anymore ; because I can easily read them from the status of my friends .","Because of my social network account , I seldom read newspapers or go to news websites anymore ; I can easily read stay informed the through of statuses friends .",A 0 1|||Prep|||Because of|||REQUIRED|||-NONE-|||0; A 17 18|||Rloc-||||||REQUIRED|||-NONE-|||0; A 21 23|||Wci|||stay informed|||REQUIRED|||-NONE-|||0; A 23 24|||Prep|||through|||REQUIRED|||-NONE-|||0; A 25 26|||Nn|||statuses|||REQUIRED|||-NONE-|||0
"If I am interested in politics , I can just follow some politics newspapers or public figures .","If I am interested in politics , I can follow some newspapers or public figures .",A 9 10|||Rloc-||||||REQUIRED|||-NONE-|||0; A 11 12|||ArtOrDet||||||REQUIRED|||-NONE-|||0
"I get news for sales , clothes and cosmetics from my friends .","I get news about sales , clothes and cosmetics from my friends .",A 3 4|||Prep|||about|||REQUIRED|||-NONE-|||0
"If some of my friends have horrible taste on clothes and he/she posts them often , I can simply block him/her off .","If some of my friends have horrible taste in clothes and they post them often , I can simply block them .",A 8 9|||Prep|||in|||REQUIRED|||-NONE-|||0; A 11 12|||Pform|||they|||REQUIRED|||-NONE-|||0; A 12 13|||Nn|||post|||REQUIRED|||-NONE-|||0; A 20 21|||Pform|||them|||REQUIRED|||-NONE-|||0; A 21 22|||Rloc-||||||REQUIRED|||-NONE-|||0
Information got circulated .,Information gets circulated .,A 1 2|||Vform|||gets|||REQUIRED|||-NONE-|||0
The most popular information get circulated the most so I can seldom miss it .,The most popular information gets circulated the most so I seldom miss it .,A 4 5|||SVA|||gets|||REQUIRED|||-NONE-|||0; A 10 11|||Rloc-||||||REQUIRED|||-NONE-|||0
Social network plays a role in providing and also filtering information .,Social networks play a role in providing and also filtering information .,A 1 2|||Nn|||networks|||REQUIRED|||-NONE-|||0; A 2 3|||SVA|||play|||REQUIRED|||-NONE-|||0
This saves a lot of time for me in reading newspapers and watching TV .,This saves lot of from wasting me reading and watching TV .,A 2 2|||WOinc|||me|||REQUIRED|||-NONE-|||0; A 2 4|||Rloc-||||||REQUIRED|||-NONE-|||0; A 4 5|||Prep|||from|||REQUIRED|||-NONE-|||0; A 5 5|||V0|||wasting|||REQUIRED|||-NONE-|||0; A 6 7|||Prep||||||REQUIRED|||-NONE-|||0; A 7 8|||WOinc||||||REQUIRED|||-NONE-|||0; A 8 9|||Prep||||||REQUIRED|||-NONE-|||0
Personally I feel more at ease on social medias .,Personally I feel more at ease on social medias .,NONE
From the above two points of view I think social media could forge more interest-based friendships .,From the above two points of view I think social media helps forge more interest-based friendships .,A 11 12|||Wci|||helps|||REQUIRED|||-NONE-|||0
"With the help of social media , I become real life friends with those from online forums whom I share the same interest with .","With the help of social media , I have become real life friends people those from online who whom I share the interests interest with .",A 8 8|||Vform|||have|||REQUIRED|||-NONE-|||0; A 13 14|||Pform|||people|||REQUIRED|||-NONE-|||0; A 17 18|||Ssub|||who|||REQUIRED|||-NONE-|||0; A 22 23|||Nn|||interests|||REQUIRED|||-NONE-|||0
"I also discover some of my friends ' interest which I find common with myself so that talking to one another is much more about life , study , friends , etc .","I can also discover some of my friends ' interest we have in common myself so that talking to one another is much more about life , study , friends , etc .",A 1 1|||V0|||can|||REQUIRED|||-NONE-|||0; A 10 11|||Pform|||we|||REQUIRED|||-NONE-|||0; A 11 12|||Wci|||have|||REQUIRED|||-NONE-|||0; A 12 12|||Prep|||in|||REQUIRED|||-NONE-|||0; A 13 14|||Prep||||||REQUIRED|||-NONE-|||0; A 14 15|||Rloc-||||||REQUIRED|||-NONE-|||0
"The communication does not focus on how we feel , or to say , each otherm , but whatever is interesting , or the content .","This type of communication does not focus on how we , but whatever is interesting , or the content .",A 0 1|||Pform|||This type|||REQUIRED|||-NONE-|||0; A 1 1|||Prep|||of|||REQUIRED|||-NONE-|||0; A 9 17|||Um||||||REQUIRED|||-NONE-|||0; A 21 25|||Rloc-||||||REQUIRED|||-NONE-|||0
"In this case , interpersonal skill is not as important because our goal is not to impress somebody , but to get the information that we are both interested in .","In this case , interpersonal skills are not as important because our goal is not to impress somebody , but to find information that we are both interested in .",A 5 6|||Nn|||skills|||REQUIRED|||-NONE-|||0; A 6 7|||SVA|||are|||REQUIRED|||-NONE-|||0; A 21 22|||Wci|||find|||REQUIRED|||-NONE-|||0; A 22 23|||ArtOrDet||||||REQUIRED|||-NONE-|||0
"In conclusion , I think social media has reshaped interpersonal relationships from a more human-based friendship that requires sharing and caring between friends , to a more information-based friendship that requires a mutual interest .","In conclusion , I think social media has reshaped interpersonal relationships from a more human-based friendship that requires sharing and caring between friends , to a more information-based friendship that requires mutual interest interests",A 31 32|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 33 34|||Nn|||interests|||REQUIRED|||-NONE-|||0
"There are advantages and disadvantages in itself , however , whether it is good or bad we are still not sure .","There are advantages and disadvantages itself however , whether it is good or bad we are still not sure .",A 5 6|||Prep||||||REQUIRED|||-NONE-|||0; A 6 7|||Rloc-||||||REQUIRED|||-NONE-|||0
It is just different .,It is just different .,NONE
Advantages and disadvantages of using social media in daily life,The advantages and disadvantages of using social media in our lives . life,A 0 1|||ArtOrDet|||The advantages|||REQUIRED|||-NONE-|||0; A 8 8|||Pform|||our|||REQUIRED|||-NONE-|||0; A 9 10|||Nn|||lives .|||REQUIRED|||-NONE-|||0
People that living in the modern world really can not live without the social media sites like Twitter and Facebook .,People who live in the modern world really can not live without social media sites like Twitter and Facebook .,A 1 2|||Ssub|||who|||REQUIRED|||-NONE-|||0; A 2 3|||Vform|||live|||REQUIRED|||-NONE-|||0; A 12 13|||ArtOrDet||||||REQUIRED|||-NONE-|||0
Almost all students and young adults possess the Facebook or Twitter account .,Almost all students and young adults possess a Facebook or Twitter account .,A 7 8|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0
It is true that social media makes people be able to connect one another more conveniently .,It is true that social media allows people to connect one another with more conveniently .,A 6 7|||Wci|||allows|||REQUIRED|||-NONE-|||0; A 8 10|||Rloc-||||||REQUIRED|||-NONE-|||0; A 12 12|||Prep|||with|||REQUIRED|||-NONE-|||0
"However , it seems that , especially for some those , sharing some parts of their lives such as videos and photos on the social media sites become really necessary .","However , it seems that , especially for some , sharing some of their lives such as , videos and photos on , social media sites become has really necessary .","A 9 10|||Rloc-||||||REQUIRED|||-NONE-|||0; A 12 13|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 17 17|||Srun|||,|||REQUIRED|||-NONE-|||0; A 22 22|||Srun|||,|||REQUIRED|||-NONE-|||0; A 23 24|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 27 27|||V0|||has|||REQUIRED|||-NONE-|||0"
"An extremely interesting and ironic phenomenon was discovered that a group of friends met and sat around one table , but none of them were really chatting with one another .","An extremely interesting and ironic phenomenon was discovered that a group of friends met and sat around one table , but none of them were really chatting with one another .",A 8 8|||Srun|||;|||REQUIRED|||-NONE-|||0; A 8 9|||Rloc-||||||REQUIRED|||-NONE-|||0
