Before Statements,After Statements,Error Correction,Generated Statements
"The usage of social media sites indirectly causes a reduction in face-to-face human communication in real life, which will in turn cause the lost of interpersonal skills for many people.","The usage of social media sites indirectly causes a reduction in face-to-face human communication in real life, which in turn causes the loss of interpersonal skills for many people.","[{'idx_src': [19], 'idx_tgt': [], 'corr_type': 'Vform'}, {'idx_src': [22], 'idx_tgt': [21], 'corr_type': 'SVA'}, {'idx_src': [24], 'idx_tgt': [23], 'corr_type': 'Wform'}]","The use of social media sites indirectly causes a reduction in face-to-face human communication in real life, which will in turn lead to the loss of interpersonal skills for many people."
"As we all know, the interpersonal skills are essential for us to communicate with each other and to present our views and ideas.","As we all know, interpersonal skills are essential for us to communicate with each other and to present our views and ideas.","[{'idx_src': [5], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}]","As we all know, interpersonal skills are essential for us to communicate with each other and to present our views and ideas."
The lost of interpersonal skills results in the inability for people to well present their ideas.,The loss of interpersonal skills results in the inability of people to present their ideas well.,"[{'idx_src': [1], 'idx_tgt': [1], 'corr_type': 'Wform'}, {'idx_src': [9], 'idx_tgt': [9], 'corr_type': 'Prep'}, {'idx_src': [12, 13, 14, 15], 'idx_tgt': [12, 13, 14, 15], 'corr_type': 'WOadv'}]",The loss of interpersonal skills results in the inability for people to well present their ideas.
"As a result, they will gradually decrease in their ability to compete with each other in the society.","As a result, they gradually decrease in their ability to compete with each other in society.","[{'idx_src': [5], 'idx_tgt': [], 'corr_type': 'Vt'}, {'idx_src': [17], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}]","As a result, they will gradually decrease in their ability to compete with each other in society."
"In conclusion, social media sites cause both positive and negative consequences for people and society.","In conclusion, social media sites cause both positive and negative consequences for people and society.",[],"In conclusion, social media sites cause both positive and negative consequences for people and society."
"As a part of this modern society, we should learn to distinguish between good and bad impacts brought by the advancement of technologies, and also learn to avoid the cons and maximize the benefits of those sites.","As a part of this modern society, we should learn to distinguish between good and bad impacts brought on by the advancement of technologies, and also learn to avoid the cons and maximize the benefits of those sites.","[{'idx_src': [], 'idx_tgt': [19], 'corr_type': 'Prep'}]","As part of this modern society, we should learn to distinguish between good and bad impacts brought by the advancement of technologies, and also learn to avoid the cons and maximize the benefits of these sites."
"With the advancement of technology in recent years, the need to keep in-touch with people and latest news has become a tremendous demand.","With the advancement of technology in recent years, the need to keep in touch with people and the latest news has become a tremendous demand.","[{'idx_src': [13], 'idx_tgt': [13, 14], 'corr_type': 'Wci'}, {'idx_src': [], 'idx_tgt': [18], 'corr_type': 'ArtOrDet'}]","With the advancement of technology in recent years, the need to stay in touch with people and stay informed about the latest news has become a tremendous demand."
Some of the famous examples would be social media sites like Twitter and Facebook.,Some of the famous examples would be social media sites like Twitter and Facebook.,[],Some of the famous examples would be social media sites like Twitter and Facebook.
"With an increasing users of more than billion users from all over the world, social media sites have demonstrated clearly its success in playing an important part of our life.","With an increasing number of users of more than a billion from all over the world, social media sites have demonstrated clearly their success in playing an important part of our lives.","[{'idx_src': [], 'idx_tgt': [3, 4], 'corr_type': 'ArtOrDet'}, {'idx_src': [], 'idx_tgt': [9], 'corr_type': 'ArtOrDet'}, {'idx_src': [8], 'idx_tgt': [], 'corr_type': 'Wci'}, {'idx_src': [21], 'idx_tgt': [23], 'corr_type': 'ArtOrDet'}, {'idx_src': [30], 'idx_tgt': [32], 'corr_type': 'Nn'}]","With an increasing number of more than a billion users from all over the world, social media sites have clearly demonstrated their success in playing an important part in our lives."
"However, there are arguments that social media life brings in a reduction in face-to-face human contact, which in turn affects interpersonal skills.","However, there are arguments that social media life brings a reduction in face-to-face human contact, which in turn affects interpersonal skills.","[{'idx_src': [10], 'idx_tgt': [], 'corr_type': 'Prep'}]","However, there are arguments that social media life brings about a reduction in face-to-face human contact, which in turn affects interpersonal skills."
Let's examine the advantages and disadvantages of using social media in our daily life and society.,Let's examine the advantages and disadvantages of using social media in our daily life and society.,[],Let's examine the advantages and disadvantages of using social media in our daily life and society.
"First and foremost, all social media sites are free.","First and foremost, all social media sites are free.",[],"First and foremost, all social media sites are free."
All users' needs are an internet connection and an email account so that everyone can have a Facebook or Twitter ID to start their journey in social media life.,All users need are an internet connection and an email account so that everyone can have a Facebook or Twitter ID to start their journey in social media life.,"[{'idx_src': [2], 'idx_tgt': [], 'corr_type': 'Npos'}, {'idx_src': [3], 'idx_tgt': [2], 'corr_type': 'SVA'}]",All users need an internet connection and an email account so that everyone can have a Facebook or Twitter ID to start their journey in social media life.
"Secondly, it helps people to keep in-touch with one another.","Secondly, it helps people to keep in-touch with one another.",[],"Secondly, it helps people stay in touch with one another."
"Finding old friends through Facebook, for example, is more easier than asking people around in real life.","Finding old friends through Facebook, for example, is easier than asking people around in real life.","[{'idx_src': [10], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}]","Finding old friends through Facebook, for example, is easier than asking people around in real life."
Social media helps to lessen the hassle of geographical distance and brings people closer.,Social media helps to lessen the hassle of geographical distance and brings people closer.,[],Social media helps to lessen the hassle of geographical distance and brings people closer.
"Thirdly, social media sites keep us up-to-date on latest news and updates from almost everywhere in the world, all with a click away on the refresh button.","Thirdly, social media sites keep us up-to-date on the latest news and updates from almost everywhere in the world, all with a click on the refresh button.","[{'idx_src': [], 'idx_tgt': [9], 'corr_type': 'ArtOrDet'}, {'idx_src': [24], 'idx_tgt': [], 'corr_type': 'Prep'}]","Thirdly, social media sites keep us up to date on the latest news and updates from almost everywhere in the world, all with just a click away on the refresh button."
"Last but not least, social media sites also link people together through allowing us to create our own groups, pages or sites to share our hobbies, interests and studies in particular subjects.","Last but not least, social media sites also link people together through allowing them to create their own groups, pages or sites to share hobbies, interests and studies in particular subjects.","[{'idx_src': [14], 'idx_tgt': [14], 'corr_type': 'Pform'}, {'idx_src': [17], 'idx_tgt': [17], 'corr_type': 'Pform'}, {'idx_src': [26], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}]","Last but not least, social media sites also link people together by allowing us to create our own groups, pages, or sites to share our hobbies, interests, and studies in particular subjects."
