source,target,annotation
"It seems that people build a good relationship with others by the social media , but the problems come out .","It seems that people build good relationship relationships others by with media , but the problems come out do arise",A 5 6|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 7 8|||Nn|||relationships|||REQUIRED|||-NONE-|||0; A 10 11|||Prep|||with|||REQUIRED|||-NONE-|||0; A 11 12|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 18 20|||Wci|||do arise|||REQUIRED|||-NONE-|||0
"Pepope do not know how to talk with others face to face , especially the strangers .","People do not know how to talk with others face to face , especially strangers .",A 0 1|||Mec|||People|||REQUIRED|||-NONE-|||0; A 14 15|||ArtOrDet||||||REQUIRED|||-NONE-|||0
"Then , we need to talk about the advantages and disadvantages of using social media in your daily life and society .","Thus , , It is importnat to talk examine advantages and disadvantages of using social media in your daily and society .","A 0 1|||Trans|||Thus ,|||REQUIRED|||-NONE-|||0; A 2 4|||Wci|||It is importnat|||REQUIRED|||-NONE-|||0; A 5 7|||Wci|||examine|||REQUIRED|||-NONE-|||0; A 16 17|||Pref||||||REQUIRED|||-NONE-|||0"
"As for the advantages , there are two aspects : more convenient to contact others , easier to know about others .","As for the advantages , there are two aspects . It is to contact others , and to know find out others .",A 9 10|||Mec|||.|||REQUIRED|||-NONE-|||0; A 10 12|||Pref|||It is|||REQUIRED|||-NONE-|||0; A 15 16|||Trans|||and|||REQUIRED|||-NONE-|||0; A 18 19|||Wci|||find out|||REQUIRED|||-NONE-|||0
One advantage is that it is more convenience to contact others by social media .,One advantage is that it is more convenient to contact others by social media .,A 7 8|||Wform|||convenient|||REQUIRED|||-NONE-|||0
"In old days , if one wants to tell some important news to another one , which lives far away , he needs to write letters and it wastes time .","In the old days , if wanted wants give tell some important news someone one , who lived far away , it was necessary to write letters and it wastes took .",A 1 1|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 6 7|||Vt|||wanted|||REQUIRED|||-NONE-|||0; A 8 9|||Wci|||give|||REQUIRED|||-NONE-|||0; A 13 15|||Wci|||someone|||REQUIRED|||-NONE-|||0; A 16 17|||Ssub|||who|||REQUIRED|||-NONE-|||0; A 17 18|||Vt|||lived|||REQUIRED|||-NONE-|||0; A 21 23|||Others|||it was necessary|||REQUIRED|||-NONE-|||0; A 28 29|||Wci|||took|||REQUIRED|||-NONE-|||0
The long distance and time-consuming make spreading the messages very difficult at that time .,The long distance and time-consuming made make information messages very difficult at that time .,A 5 5|||Wci|||methods|||REQUIRED|||-NONE-|||0; A 5 6|||Vt|||made|||REQUIRED|||-NONE-|||0; A 7 9|||Wci|||information|||REQUIRED|||-NONE-|||0
"Therefore , people may not contact with the faraway friends and relatives unless there are something important .","Therefore , people may not have kept in contact the faraway friends and relatives unless there was something important to communicate .",A 5 5|||Wci|||have kept in|||REQUIRED|||-NONE-|||0; A 7 8|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 14 15|||Vt|||was|||REQUIRED|||-NONE-|||0; A 17 17|||Others|||to communicate|||REQUIRED|||-NONE-|||0
"However , people now can contact with anyone all over the world who can use computer at any time , and there is no time delay of messages .","However , people now can contact anyone all in any part of world who can use computer at a any time , and there is no time delay of",A 6 7|||Prep||||||REQUIRED|||-NONE-|||0; A 8 10|||Wci|||in any part of|||REQUIRED|||-NONE-|||0; A 15 15|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0; A 26 28|||Rloc-||||||REQUIRED|||-NONE-|||0
The other advantage is that it is easier to know about others by social media .,The other advantage is that it is easier to find out about others by social media .,A 9 10|||Wci|||find out|||REQUIRED|||-NONE-|||0
"If there is no social media , it is difficult for people to know about a stranger .","If there were no social media , it would be difficult for people to find out about a stranger .",A 2 3|||Vt|||were|||REQUIRED|||-NONE-|||0; A 8 9|||Vm|||would be|||REQUIRED|||-NONE-|||0; A 13 14|||Wci|||find out|||REQUIRED|||-NONE-|||0
"They may collect information about that person by asking his friends , colleagues or family members .","They could collect information about that person by asking his friends , colleagues or family members .",A 1 2|||Vt|||could|||REQUIRED|||-NONE-|||0
And the information collected may not be intact and true .,And the information collected may not be intact and true .,NONE
"Unlike today , with the help with social media , people can easily get the information they want just by searching on line , and know about what that person did everyday at what time .","This is unlike today , with the help of social media , people can easily get the information they about someone just by searching on line , they can know about what that person did everyday at all times .",A 0 1|||Others|||This is unlike|||REQUIRED|||-NONE-|||0; A 6 7|||Prep|||of|||REQUIRED|||-NONE-|||0; A 17 18|||Others|||about someone|||REQUIRED|||-NONE-|||0; A 24 25|||Others|||they can|||REQUIRED|||-NONE-|||0; A 33 35|||Wci|||all times|||REQUIRED|||-NONE-|||0
"As for the disadvantages of social media in our daily life , wasting time , causing illness related to sitting long time before the computer , quick-spread of rumor and fake news , most importantly , making people lost the ability to talk to others face to face confidently .","As for the disadvantages of social media in our daily life , these are , causing illness related to sitting long for long periods the in front of , quick-spread of the possible quick spread and fake news , most importantly and , , making losing ability to talk to others face to face confidently .","A 12 14|||Others|||these are|||REQUIRED|||-NONE-|||0; A 20 22|||Wci|||for long periods|||REQUIRED|||-NONE-|||0; A 22 23|||Prep|||in front of|||REQUIRED|||-NONE-|||0; A 26 27|||Others|||the possible quick spread|||REQUIRED|||-NONE-|||0; A 33 33|||Trans|||and ,|||REQUIRED|||-NONE-|||0; A 36 39|||Vform|||losing|||REQUIRED|||-NONE-|||0"
It is weird that people sit around the table but all face to their phones and do not talk with each other .,It is weird that people sit around a table but all face their phones and do not talk with each other .,A 7 8|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0; A 12 13|||Prep||||||REQUIRED|||-NONE-|||0
"If there is a joke on their facebook page , they may talk to others in this way , "" hi , look , how ridiculous this is "" , then they laugh together .","If there is a joke on their facebook page , they may talk to others in this way , "" hi , look , how ridiculous this is "" , then they laugh together .",NONE
"No matter it is a party , dinner or just simply get-together , there always are some people bow their head and playing their phones even their family and friends are in front of them .","No matter if it is a party , dinner or just a simply get-together are always always are some who people bow their play with and playing their though phones even their family and friends are in front of them .",A 2 2|||Trans|||if|||REQUIRED|||-NONE-|||0; A 11 11|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0; A 14 16|||WOadv|||are always|||REQUIRED|||-NONE-|||0; A 18 18|||Ssub|||who|||REQUIRED|||-NONE-|||0; A 22 23|||Vform|||play with|||REQUIRED|||-NONE-|||0; A 26 26|||Trans|||though|||REQUIRED|||-NONE-|||0
"In a conclusion , there are both advantages and disadvantages of using social media in daily life .","In conclusion , there are both advantages and disadvantages of in social media in daily life .",A 1 2|||Trans||||||REQUIRED|||-NONE-|||0; A 10 11|||Prep|||in|||REQUIRED|||-NONE-|||0
People should enjoy the advantages of social media while be aware of the disadvantages of that and try their best to avoid the disadvantages happen to them and their friends and family .,People should enjoy the advantages of social media while be aware of the disadvantages and try their best to avoid the disadvantages happen to because they might affect their friends and family .,A 14 16|||Rloc-||||||REQUIRED|||-NONE-|||0; A 24 26|||Others|||because they might affect|||REQUIRED|||-NONE-|||0
Today world is considered to be the era of social media sites like Facebook and Twitter which are attractively connecting people around the world .,Today the world is considered to be the era of social media sites like Facebook and Twitter which are attractively connecting people around the world .,A 1 1|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0
"However , some people worry that social network can affect interpersonal skills as it reduces face-to-face human contact .","However , some people worry that social networks can affect interpersonal skills as they reduce face-to-face human contact .",A 7 8|||Nn|||networks|||REQUIRED|||-NONE-|||0; A 13 14|||Pform|||they|||REQUIRED|||-NONE-|||0; A 14 15|||SVA|||reduce|||REQUIRED|||-NONE-|||0
The advantages and disadvantages of using such social media in the society are elaborated on as follows .,The advantages and disadvantages of using such social media in the society are analysed in this paper . as,A 13 15|||Wci|||analysed in this paper .|||REQUIRED|||-NONE-|||0; A 15 18|||Rloc-||||||REQUIRED|||-NONE-|||0
"Nobody can deny social media 's advantages as the benefit it provides in connecting people regardless of nationalities , races , cultures and languages .","Nobody can deny social media 's advantages as the benefit it provides in connecting people regardless of nationalities , races , cultures and languages .",NONE
