source,target,annotation
"Firstly , the social media sites can connect people with their friends and parents closely .","Firstly , social media sites can connect closely people with their friends and parents .",A 2 3|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 7 7|||WOadv|||closely|||REQUIRED|||-NONE-|||0; A 14 15|||WOadv||||||REQUIRED|||-NONE-|||0
"By typing the words and showing the pictures , people can express their emotions that they are too shy to express .","By typing words and showing sharing , people can express their emotions the they are too shy otherwise to express .",A 2 3|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 5 6|||Wci|||sharing|||REQUIRED|||-NONE-|||0; A 6 7|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 12 13|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 17 17|||Others|||otherwise|||REQUIRED|||-NONE-|||0
"For example , on mother 's day , people are shy to say "" I love you "" to their mothers so they can type it on his or her mother 's facebook page .","For example , on Mother 's Day , people are shy to too say "" I love you "" to their mothers so they can it on his or her mother 's facebook page Facebook",A 4 7|||Mec|||Mother 's Day|||REQUIRED|||-NONE-|||0; A 10 10|||Others|||too|||REQUIRED|||-NONE-|||0; A 23 24|||Vm||||||REQUIRED|||-NONE-|||0; A 32 33|||Mec|||Facebook|||REQUIRED|||-NONE-|||0
Then his or her mother will also know the emotion and feel warm .,Then his or her mother will know the their emotions feel warm .,A 6 7|||Rloc-||||||REQUIRED|||-NONE-|||0; A 8 9|||ArtOrDet|||their|||REQUIRED|||-NONE-|||0; A 9 10|||Nn|||emotions|||REQUIRED|||-NONE-|||0
"On the other hand , when the teenager is studying in a foreign country , the internet is the only way that he can communicate with their parents and friends .","On the other hand , when a teenager is studying in a foreign country , the Internet is the only way that they can communicate with their parents and friends .",A 6 7|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0; A 16 17|||Mec|||Internet|||REQUIRED|||-NONE-|||0; A 22 23|||Pref|||they|||REQUIRED|||-NONE-|||0
"Therefore , the social media is truly good for people .","Therefore , social media is truly good for people .",A 2 3|||ArtOrDet||||||REQUIRED|||-NONE-|||0
"Secondly , the social media sites can not only connect people with their friends closely .","Secondly , social media sites can not only connect people with their friends close friends",A 2 3|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 13 15|||WOadv|||close friends|||REQUIRED|||-NONE-|||0
"People can also know much information about the celebrity in Twitter and Facebook such as Obama , Bill Gates and get the first-hand study materials on it .","People can also find out much information the celebrities on Twitter and Facebook , such as or , Bill , Gates get the first-hand study materials them it .","A 3 4|||Wci|||find|||REQUIRED|||-NONE-|||0; A 4 4|||Prep|||out|||REQUIRED|||-NONE-|||0; A 7 8|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 8 9|||Nn|||celebrities|||REQUIRED|||-NONE-|||0; A 9 10|||Prep|||on|||REQUIRED|||-NONE-|||0; A 13 13|||Mec|||,|||REQUIRED|||-NONE-|||0; A 16 17|||Trans|||or|||REQUIRED|||-NONE-|||0; A 19 19|||Mec|||,|||REQUIRED|||-NONE-|||0; A 21 22|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 26 27|||Pref|||them|||REQUIRED|||-NONE-|||0"
They can learn how these people succeed and they can also have the chance to talk with them and know these famous persons ' thought by using the social media .,They can learn how these people succeed and they also have the chance to talk with them and know these famous persons people 's by thoughts the social media .,A 9 10|||Vm||||||REQUIRED|||-NONE-|||0; A 22 24|||Wci|||people 's|||REQUIRED|||-NONE-|||0; A 24 25|||Nn|||thoughts|||REQUIRED|||-NONE-|||0
"On the other hand , with the help of social media , some homeless people or someone who need the money to cure the disease can get the help from the world quickly because once one person know the information , his or her will share it to their "" friends area "" , then many people will know it and spread the information to the person who can give help .","On the other hand , with the help of social media , some homeless people or people who need money to cure the a can get the help from the world quickly because , once one person knows the information , he or she will share it with their "" circle of friends "" , then many people will know it and spread the information to the who people give help .","A 16 17|||Wci|||people|||REQUIRED|||-NONE-|||0; A 19 20|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 23 24|||ArtOrDet|||a|||REQUIRED|||-NONE-|||0; A 33 33|||Mec|||,|||REQUIRED|||-NONE-|||0; A 37 38|||SVA|||knows|||REQUIRED|||-NONE-|||0; A 41 42|||Pform|||he|||REQUIRED|||-NONE-|||0; A 43 44|||Pform|||she|||REQUIRED|||-NONE-|||0; A 47 48|||Prep|||with|||REQUIRED|||-NONE-|||0; A 50 52|||Wci|||circle of friends|||REQUIRED|||-NONE-|||0; A 65 66|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 66 67|||Nn|||people|||REQUIRED|||-NONE-|||0"
"On the other hand , there are also problems with the population of the social media .","On the other hand , there are also problems with the popularity of social media .",A 11 12|||Wci|||popularity|||REQUIRED|||-NONE-|||0; A 13 14|||ArtOrDet||||||REQUIRED|||-NONE-|||0
"Firstly , when people rely on the social media to communicate with their friends and parents , they will accustom to communicate by typing and not talking .","Firstly , when people rely on social media to communicate with their friends and parents , they will accustom become accustomed communicate communicating typing and not talking .",A 6 7|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 19 20|||Vt|||become accustomed|||REQUIRED|||-NONE-|||0; A 21 22|||Vform|||communicating|||REQUIRED|||-NONE-|||0
People even prefer talk to their friends and meet their friends online and gradually reject face-to-face communication .,"People even prefer talking to their friends and meet their friends online , and gradually reject face-to-face communication .","A 3 4|||Vform|||talking|||REQUIRED|||-NONE-|||0; A 12 12|||Mec|||,|||REQUIRED|||-NONE-|||0"
"Therefore , the social media truly limit the interpersonal skills such that people lose the chance and the ability to practice talking and connect the relation between him and their friends .","Therefore , social media truly limit the skills such that , people lose the chance and the ability to practice practise and connect maintain relation relationship him them their friends .","A 2 3|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 7 8|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 10 10|||Mec|||,|||REQUIRED|||-NONE-|||0; A 20 21|||Mec|||practise|||REQUIRED|||-NONE-|||0; A 23 24|||Wci|||maintain|||REQUIRED|||-NONE-|||0; A 25 26|||Wci|||relationship|||REQUIRED|||-NONE-|||0; A 27 28|||Pref|||them|||REQUIRED|||-NONE-|||0"
"Secondly , without the truly communication in the real life , people lose the ability to see the truth and false .","Secondly , without truly true in the life , people lose the ability to see the differentiate false between . lies",A 3 4|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 4 5|||Wform|||true|||REQUIRED|||-NONE-|||0; A 7 8|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 16 17|||Wci|||differentiate|||REQUIRED|||-NONE-|||0; A 17 18|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 18 18|||Prep|||between|||REQUIRED|||-NONE-|||0; A 20 21|||Wci|||lies|||REQUIRED|||-NONE-|||0
"There are many people in the social media with beautiful image and good content in their pages , however in real life , he or she may do not have jobs or live poorly .","There are many people on social media with beautiful image images good content in on pages , however in real life , or she may do not jobs or live poorly . may",A 4 5|||Prep|||on|||REQUIRED|||-NONE-|||0; A 5 6|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 10 11|||Nn|||images|||REQUIRED|||-NONE-|||0; A 14 15|||Prep|||on|||REQUIRED|||-NONE-|||0; A 22 23|||Mec||||||REQUIRED|||-NONE-|||0; A 27 28|||Rloc-||||||REQUIRED|||-NONE-|||0; A 32 32|||Vm|||may|||REQUIRED|||-NONE-|||0
Teenagers may believe these people and easily be cheat and lose money even their safe .,"Teenagers may believe these people and easily be cheated , and lose money or even safety safe .","A 8 9|||Vt|||cheated ,|||REQUIRED|||-NONE-|||0; A 12 12|||Trans|||or|||REQUIRED|||-NONE-|||0; A 14 15|||Wform|||safety|||REQUIRED|||-NONE-|||0"
"Therefore , the social media is not safe which is bad to teenager 's future development .","Therefore , social media is are safe which , is bad to teenagers ' future development .","A 2 3|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 5 6|||SVA|||are|||REQUIRED|||-NONE-|||0; A 8 8|||Mec|||,|||REQUIRED|||-NONE-|||0; A 12 14|||Mec|||teenagers '|||REQUIRED|||-NONE-|||0"
"All in all , the appearance of social media truly helps people a lot in many areas .","All in all , the appearance of social media truly helps people a lot in many areas .",NONE
"However , there exits some disadvantages which will affect people in some degree .","However , there exist some disadvantages that will affect people to some degree .",A 3 4|||Mec|||exist|||REQUIRED|||-NONE-|||0; A 6 7|||Ssub|||that|||REQUIRED|||-NONE-|||0; A 10 11|||Prep|||to|||REQUIRED|||-NONE-|||0
Advantages and Disadvantages of Using Social Media in Our Daily life and Society .,Advantages and Disadvantages of Using Social Media in Our Daily life and Society .,NONE
"Nowadays , with the development of technology and society , social media become more popular and even important in our daily life .","Nowadays , with the development of technology and society , social media have become more popular and more even important in lives daily life .",A 12 12|||Vt|||have|||REQUIRED|||-NONE-|||0; A 17 17|||Others|||more|||REQUIRED|||-NONE-|||0; A 21 22|||Nn|||lives|||REQUIRED|||-NONE-|||0
"We communicate with others using social media , such as twitter , facebook and microblog more and more frequently .","We communicate with others using social media , such as Twitter , Facebook and microblogs , more and more frequently .","A 10 11|||Mec|||Twitter|||REQUIRED|||-NONE-|||0; A 12 13|||Mec|||Facebook|||REQUIRED|||-NONE-|||0; A 14 15|||Nn|||microblogs ,|||REQUIRED|||-NONE-|||0"
"There is no need to for people to go out of their home to interact with others , they chat online , share pictures , tell others what they have done or funny stories .","There is no need for people to go out of their home to interact with others , ; chat online , share pictures , tell others what they have done or , tell funny stories .","A 4 5|||Prep||||||REQUIRED|||-NONE-|||0; A 17 18|||Srun|||;|||REQUIRED|||-NONE-|||0; A 31 31|||Mec|||,|||REQUIRED|||-NONE-|||0; A 32 32|||V0|||tell|||REQUIRED|||-NONE-|||0"
"It seems that people build a good relationship with others by the social media , but the problems come out .","It seems that people build good relationship relationships others by on media , but the problems out .",A 5 6|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 7 8|||Nn|||relationships|||REQUIRED|||-NONE-|||0; A 10 11|||Prep|||on|||REQUIRED|||-NONE-|||0; A 11 12|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 16 17|||ArtOrDet||||||REQUIRED|||-NONE-|||0
"Pepope do not know how to talk with others face to face , especially the strangers .","Pepope do not know how to talk with others face-to-face , especially the strangers",A 9 12|||Mec|||face-to-face|||REQUIRED|||-NONE-|||0; A 14 15|||ArtOrDet||||||REQUIRED|||-NONE-|||0
"Then , we need to talk about the advantages and disadvantages of using social media in your daily life and society .","Therefore , we need to talk about the advantages and disadvantages of using social media in daily life and society in .",A 0 1|||Trans|||Therefore|||REQUIRED|||-NONE-|||0; A 16 17|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 20 20|||Prep|||in|||REQUIRED|||-NONE-|||0
"As for the advantages , there are two aspects : more convenient to contact others , easier to know about others .","As for the advantages , there are two aspects : are social media more convenient to contact and others , easier to know about others .",A 10 10|||Others|||social media|||REQUIRED|||-NONE-|||0; A 10 10|||V0|||are|||REQUIRED|||-NONE-|||0; A 16 16|||Trans|||and|||REQUIRED|||-NONE-|||0
One advantage is that it is more convenience to contact others by social media .,One advantage is that it is more convenient to contact others by social media .,A 7 8|||Wform|||convenient|||REQUIRED|||-NONE-|||0
"In old days , if one wants to tell some important news to another one , which lives far away , he needs to write letters and it wastes time .","In olden old days , if wanted wants to tell some important news to person , who lived far away , they would have needed to write letters and wastes which time .","A 1 1|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0; A 1 2|||Wform|||olden|||REQUIRED|||-NONE-|||0; A 6 7|||Vt|||wanted|||REQUIRED|||-NONE-|||0; A 14 15|||Wci|||person|||REQUIRED|||-NONE-|||0; A 15 16|||Mec||||||REQUIRED|||-NONE-|||0; A 16 17|||Ssub|||who|||REQUIRED|||-NONE-|||0; A 17 18|||Vt|||lived|||REQUIRED|||-NONE-|||0; A 21 22|||Pref|||they|||REQUIRED|||-NONE-|||0; A 22 23|||Vt|||would have needed|||REQUIRED|||-NONE-|||0; A 26 26|||Mec|||,|||REQUIRED|||-NONE-|||0; A 26 27|||Trans||||||REQUIRED|||-NONE-|||0; A 27 28|||Pref||||||REQUIRED|||-NONE-|||0; A 28 28|||Ssub|||which|||REQUIRED|||-NONE-|||0"
The long distance and time-consuming make spreading the messages very difficult at that time .,The long distance and time-consuming made make the messages very difficult at the time .,A 5 5|||Others|||method|||REQUIRED|||-NONE-|||0; A 5 6|||Vt|||made|||REQUIRED|||-NONE-|||0; A 7 8|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 12 13|||ArtOrDet|||the|||REQUIRED|||-NONE-|||0
"Therefore , people may not contact with the faraway friends and relatives unless there are something important .","Therefore , people may have chosen to contact the faraway friends and relatives unless there was something important to say .",A 4 4|||V0|||have chosen|||REQUIRED|||-NONE-|||0; A 5 5|||Prep|||to|||REQUIRED|||-NONE-|||0; A 6 7|||Prep||||||REQUIRED|||-NONE-|||0; A 7 8|||ArtOrDet||||||REQUIRED|||-NONE-|||0; A 14 15|||Vt|||was|||REQUIRED|||-NONE-|||0; A 17 17|||V0|||to say|||REQUIRED|||-NONE-|||0
