Before Statements,After Statements,Error Correction
This shows that a facebook friend may know more about you than your close friend who does not have a facebook account.,This shows that a Facebook friend may know more about you than a close friend who does not have a Facebook account.,"[{'idx_src': [4], 'idx_tgt': [4], 'corr_type': 'Mec'}, {'idx_src': [12], 'idx_tgt': [12], 'corr_type': 'ArtOrDet'}, {'idx_src': [20], 'idx_tgt': [20], 'corr_type': 'Mec'}]"
That is because we are acting who we are in reality while we have no reason to do that in the online virtual world.,This is because we are acting out who we are in reality while we have no reason to do that in the online virtual world.,"[{'idx_src': [0], 'idx_tgt': [0], 'corr_type': 'ArtOrDet'}, {'idx_src': [], 'idx_tgt': [6], 'corr_type': 'Prep'}]"
"Although sometimes those genuine sharing of information may be inappropriate or even harmful, such as prevalent using of vulgarity and harsh-meaning comments, we can minimize those repercussions through strict regulations of content online.","Although sometimes this genuine sharing of information may be inappropriate or even harmful, such as a prevalent use of vulgarity and cruel comments, we can minimize these repercussions through strict regulations of online content.","[{'idx_src': [2], 'idx_tgt': [2], 'corr_type': 'ArtOrDet'}, {'idx_src': [], 'idx_tgt': [16], 'corr_type': 'ArtOrDet'}, {'idx_src': [17], 'idx_tgt': [18], 'corr_type': 'Wform'}, {'idx_src': [21], 'idx_tgt': [22], 'corr_type': 'Wci'}, {'idx_src': [27], 'idx_tgt': [28], 'corr_type': 'ArtOrDet'}, {'idx_src': [33, 34], 'idx_tgt': [34, 35], 'corr_type': 'WOadv'}]"
Another advantage of social media is in aiding the spread of democracy.,Another advantage of social media is that it aids the spread of democracy.,"[{'idx_src': [6], 'idx_tgt': [6, 7], 'corr_type': 'Ssub'}, {'idx_src': [7], 'idx_tgt': [8], 'corr_type': 'Vform'}]"
People around the world could easily share their thoughts about their governments.,People around the world can easily share their thoughts about their governments.,"[{'idx_src': [4], 'idx_tgt': [4], 'corr_type': 'Vt'}]"
That eliminates the incomplete information disadvantage for some remote rural regions where people are less aware of what actually is happening around them.,That eliminates the incomplete information disadvantage for some remote rural regions where people are less aware of what is actually happening around them.,"[{'idx_src': [18, 19], 'idx_tgt': [18, 19], 'corr_type': 'WOadv'}]"
One of the examples is the 2012 riots happened in Egypt and Zambia.,One of the examples is the 2012 riots which happened in Egypt and Zambia.,"[{'idx_src': [], 'idx_tgt': [8], 'corr_type': 'Trans'}]"
The idea of searching for democracy is passed from Egyptians to people in Zambia quickly through the use of social media.,The idea of fighting for democracy was passed from Egyptians to people in Zambia quickly through the use of social media.,"[{'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'Wci'}, {'idx_src': [6], 'idx_tgt': [6], 'corr_type': 'Vt'}]"
"However, as the government controls most of the media.","However, as the government controls most of the media.",[]
These social media may be tools of their campaign and manipulating the thoughts of the public.,These social media may be a tool in their campaign to manipulate the thoughts of the public.,"[{'idx_src': [], 'idx_tgt': [5], 'corr_type': 'ArtOrDet'}, {'idx_src': [5], 'idx_tgt': [6], 'corr_type': 'Nn'}, {'idx_src': [6], 'idx_tgt': [7], 'corr_type': 'Prep'}, {'idx_src': [9], 'idx_tgt': [10], 'corr_type': 'Prep'}, {'idx_src': [10], 'idx_tgt': [11], 'corr_type': 'Vform'}]"
"For example, in 2012 general election is Singapore, Dr Tan Chee Keong made use of facebook to spread his campaign videos to the public.","For example, in the 2012 general election in Singapore, Dr Tan Chee Keong made use of Facebook to spread his campaign videos to the public.","[{'idx_src': [], 'idx_tgt': [4], 'corr_type': 'ArtOrDet'}, {'idx_src': [7], 'idx_tgt': [8], 'corr_type': 'Prep'}, {'idx_src': [17], 'idx_tgt': [18], 'corr_type': 'Mec'}]"
"Though because of this, social media is still a much fairer and more transparent online platform for the public to share ideas compared to other traditional medias.","But despite this, social media is still a much fairer and more transparent online platform for the public to share ideas, compared to other traditional media.","[{'idx_src': [0], 'idx_tgt': [0], 'corr_type': 'Wci'}, {'idx_src': [1], 'idx_tgt': [1], 'corr_type': 'Wci'}, {'idx_src': [2], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [], 'idx_tgt': [22], 'corr_type': 'Mec'}, {'idx_src': [27], 'idx_tgt': [27], 'corr_type': 'Vt'}]"
Intensive use of Social media does reduce the time people spend in face-to-face communication.,Intensive use of social media does reduce the time people spend on face-to-face communication.,"[{'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'Mec'}, {'idx_src': [11], 'idx_tgt': [11], 'corr_type': 'Prep'}]"
It is commonly seen in a food court or restaurant that a group of people sitting together around a table with each of them having a cell phone in their hands.,It is commonly seen in food courts and restaurants that a group of people sitting together around a table will each have a cell phone in their hands.,"[{'idx_src': [5], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [7], 'idx_tgt': [6], 'corr_type': 'Nn'}, {'idx_src': [8], 'idx_tgt': [7], 'corr_type': 'Trans'}, {'idx_src': [9], 'idx_tgt': [8], 'corr_type': 'Nn'}, {'idx_src': [20], 'idx_tgt': [19], 'corr_type': 'Vm'}, {'idx_src': [22], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [23], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [24], 'idx_tgt': [21], 'corr_type': 'Vform'}]"
They are too busy with their way too many virtual friends and some of them neglect the feelings of their real-life friends.,They are too busy with their virtual friends and some of them will neglect the feelings of their real-life friends.,"[{'idx_src': [6, 7, 8], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [], 'idx_tgt': [12], 'corr_type': 'Vm'}]"
"In this case, I have to say that to err is human.","In this case, I have to say that to err is human.",[]
What we can do is to educate the public about the importance of their friends just by their side and teach them to manage their time well.,What we can do is to educate the public about the importance of the friends by their sides and teach them to manage their time well.,"[{'idx_src': [13], 'idx_tgt': [13], 'corr_type': 'ArtOrDet'}, {'idx_src': [15], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [18], 'idx_tgt': [17], 'corr_type': 'Nn'}]"
"In conclusion, the use of social media has more advantages than disadvantages to our daily lifes.","In conclusion, the use of social media has more advantages than disadvantages in our daily lives.","[{'idx_src': [13], 'idx_tgt': [13], 'corr_type': 'Prep'}, {'idx_src': [16], 'idx_tgt': [16], 'corr_type': 'Mec'}]"
What we can do is to cautiously manage our time spent online and manage our words used online.,What we can do is to cautiously manage our time spent online and manage the words we use online.,"[{'idx_src': [14], 'idx_tgt': [14], 'corr_type': 'ArtOrDet'}, {'idx_src': [16], 'idx_tgt': [16, 17], 'corr_type': 'Vform'}]"
"With the regulation of government and relevant authorities, the virtual world would be a better world.","With regulation by the government and relevant authorities, the virtual world would be a better world.","[{'idx_src': [1], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [3], 'idx_tgt': [2], 'corr_type': 'Prep'}, {'idx_src': [], 'idx_tgt': [3], 'corr_type': 'ArtOrDet'}]"
Social media sites 'role in connecting people around the world is undeniable.,Social media sites 'role in connecting people around the world is undeniable.,[]
"Thank to those social media, the communication among people all over the world is possible and can be done with ease.","Thanks to social media, communication among people all over the world is possible and can be done with ease.","[{'idx_src': [0], 'idx_tgt': [0], 'corr_type': 'Nn'}, {'idx_src': [2], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [6], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}]"
"Apart from the ease of communication despite of the distance, many other advantages such as knowledge sharing and trades can be done through social media as well.","Apart from the ease of communication despite the distance, many other advantages, such as the sharing of knowledge and trade, can be done through social media as well.","[{'idx_src': [7], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [], 'idx_tgt': [13], 'corr_type': 'Mec'}, {'idx_src': [16, 17], 'idx_tgt': [16, 17, 18, 19], 'corr_type': 'WOinc'}, {'idx_src': [19], 'idx_tgt': [21, 22], 'corr_type': 'Mec'}]"
"Nevertheless, with those advantages, some disadvantages may appear such as reduction in face-to-face human contact which affects interpersonal skills, privacy issue, as well as some frauds that can be done through social media.","Nevertheless, with those advantages, some disadvantages may appear, such as a reduction in face-to-face human contact, which affects interpersonal skills, and privacy issues, as well as some frauds that can be done through social media.","[{'idx_src': [], 'idx_tgt': [10], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [13], 'corr_type': 'ArtOrDet'}, {'idx_src': [], 'idx_tgt': [19], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [25], 'corr_type': 'Trans'}, {'idx_src': [23], 'idx_tgt': [27], 'corr_type': 'Nn'}]"
"Twitter, Facebook and Skype are some social media sites which enable us to keep in touch with our friends or family who are in other cities or countries.","Twitter, Facebook and Skype are some social media sites which enable us to keep in touch with our friends and family who are in other cities or countries.","[{'idx_src': [20], 'idx_tgt': [20], 'corr_type': 'Trans'}]"
"Through those sites we are able to talk to them, to know what their activities are and who their friends are, etc. From the surface point of view it is no doubt that these sites help us to have a better relationship with our relatives despite of the distance.","Through those sites we are able to talk to them, to know what their activities are and who their friends are, etc. On the surface there is no doubt that these sites help us to have better relationships with our relatives despite the distance.","[{'idx_src': [24], 'idx_tgt': [24], 'corr_type': 'Prep'}, {'idx_src': [27, 28, 29], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [30], 'idx_tgt': [27], 'corr_type': 'ArtOrDet'}, {'idx_src': [41], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [43], 'idx_tgt': [39], 'corr_type': 'Nn'}, {'idx_src': [48], 'idx_tgt': [], 'corr_type': 'Prep'}]"
"The sharing of information can be done faster through social media as well, that is why nowadays many news publishers make their own social media account, for example Channel News Asia has a twitter account and will update its follower with headline news.","The sharing of information can be done faster through social media as well, which is why nowadays many news publishers make their own social media accounts. For example, Channel News Asia has a Twitter account and will update its followers with news headlines.","[{'idx_src': [14], 'idx_tgt': [14], 'corr_type': 'Pref'}, {'idx_src': [26, 27], 'idx_tgt': [26, 27], 'corr_type': 'Nn'}, {'idx_src': [28], 'idx_tgt': [28], 'corr_type': 'Srun'}, {'idx_src': [], 'idx_tgt': [30], 'corr_type': 'Mec'}, {'idx_src': [35], 'idx_tgt': [36], 'corr_type': 'Mec'}, {'idx_src': [41], 'idx_tgt': [42], 'corr_type': 'Nn'}, {'idx_src': [43, 44], 'idx_tgt': [44, 45], 'corr_type': 'WOadv'}]"
That shows how actually news and information can be shared easily through social media.,This shows how easily news and information can be shared through social media.,"[{'idx_src': [0], 'idx_tgt': [0], 'corr_type': 'ArtOrDet'}, {'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'Wci'}, {'idx_src': [10], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
"Furthermore, since many teenagers and young adults are fans of social media, these information can reach them easily without them need to watch or listen to the news reports.","Furthermore, since many teenagers and young adults are fans of social media, this information can reach them easily without them needing to watch or listen to news reports.","[{'idx_src': [14], 'idx_tgt': [14], 'corr_type': 'ArtOrDet'}, {'idx_src': [22], 'idx_tgt': [22], 'corr_type': 'Vform'}, {'idx_src': [28], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}]"
"Due to the popularity of social media, many people start to do their business via these sites.","Due to the popularity of social media, many people start their businesses via these sites.","[{'idx_src': [11], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [12], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [14], 'idx_tgt': [12], 'corr_type': 'Nn'}]"
