Before Statements,After Statements,Error Correction
"There are advantages and disadvantages in itself, however, whether it is good or bad we are still not sure.","There are advantages and disadvantages, however, whether it is good or bad we are still not sure of.","[{'idx_src': [5], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [6], 'idx_tgt': [], 'corr_type': 'Pref'}, {'idx_src': [], 'idx_tgt': [19], 'corr_type': 'Prep'}]"
It is just different.,It is just different.,[]
Advantages and disadvantages of using social media in daily life,Advantages and disadvantages of using social media in daily life,[]
People that living in the modern world really can not live without the social media sites like Twitter and Facebook.,People who live in the modern world really can not live without social media sites like Twitter and Facebook.,"[{'idx_src': [1], 'idx_tgt': [1], 'corr_type': 'Ssub'}, {'idx_src': [2], 'idx_tgt': [2], 'corr_type': 'Vform'}, {'idx_src': [12], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}]"
Almost all students and young adults possess the Facebook or Twitter account.,Almost all students and young adults possess a Facebook or Twitter account.,"[{'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'ArtOrDet'}]"
It is true that social media makes people be able to connect one another more conveniently.,It is true that social media makes people able to connect one another more conveniently.,"[{'idx_src': [8], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
"However, it seems that, especially for some those, sharing some parts of their lives such as videos and photos on the social media sites become really necessary.","However, it seems that, especially for some, sharing some parts of one's life, such as videos and photos, on social media sites has become really necessary.","[{'idx_src': [9], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [15], 'idx_tgt': [14, 15], 'corr_type': 'Npos'}, {'idx_src': [16], 'idx_tgt': [16, 17], 'corr_type': 'Nn'}, {'idx_src': [], 'idx_tgt': [23], 'corr_type': 'Mec'}, {'idx_src': [23], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [], 'idx_tgt': [28], 'corr_type': 'Vt'}]"
"An extremely interesting and ironic phenomenon was discovered that a group of friends met and sat around one table, but none of them were really chatting with one another.","An extremely interesting and ironic phenomenon was discovered: a group of friends met and sat around one table, but none of them was really chatting with another.","[{'idx_src': [], 'idx_tgt': [8], 'corr_type': 'Mec'}, {'idx_src': [8], 'idx_tgt': [], 'corr_type': 'Ssub'}, {'idx_src': [24], 'idx_tgt': [24], 'corr_type': 'SVA'}, {'idx_src': [28], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
"Instead, all of them were more interested in posting pictures of this ""cheerful"" meeting on their social media sites.","Instead, all of them were more interested in posting pictures of this ""cheerful"" meeting on their social media sites.",[]
"Therefore, there is need to discuss the advantages and disadvantages of social media.","Therefore, there is a need to discuss the advantages and disadvantages of social media.","[{'idx_src': [], 'idx_tgt': [4], 'corr_type': 'ArtOrDet'}]"
Social media enables people from different parts of the world to communicate with one another.,Social media enable people from different parts of the world to communicate with one another.,"[{'idx_src': [2], 'idx_tgt': [2], 'corr_type': 'SVA'}]"
People used to write letters and send post cards to keep in touch with ones live far away from them in the past.,"In the past, people used to write letters and send postcards to keep in touch with those living far away.","[{'idx_src': [0], 'idx_tgt': [0, 1, 2, 3, 4], 'corr_type': 'WOinc'}, {'idx_src': [7, 8], 'idx_tgt': [11], 'corr_type': 'Mec'}, {'idx_src': [14], 'idx_tgt': [17], 'corr_type': 'Pref'}, {'idx_src': [15], 'idx_tgt': [18], 'corr_type': 'Vform'}, {'idx_src': [18], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [19], 'idx_tgt': [], 'corr_type': 'Pref'}, {'idx_src': [20, 21, 22], 'idx_tgt': [], 'corr_type': 'WOinc'}]"
It can take a few days or weeks for those to receive the messages.,It could take a few days or weeks for them to receive the messages.,"[{'idx_src': [1], 'idx_tgt': [1], 'corr_type': 'Vt'}, {'idx_src': [9], 'idx_tgt': [9], 'corr_type': 'Pref'}]"
"Nowadays, what people need to do is just typing in front of the computer in their own rooms.","Nowadays, what people need to do is just type in front of the computer in their own rooms.","[{'idx_src': [9], 'idx_tgt': [9], 'corr_type': 'Vform'}]"
And people on the other side will only need a second to receive the message.,And people on the other side will only need a second to receive the message.,[]
"Distance and time are no longer the problems, which is convenient especially when instant chat is needed.","Distance and time are no longer the problems, which is convenient, especially when instant chat is needed.","[{'idx_src': [], 'idx_tgt': [12], 'corr_type': 'Mec'}]"
"However, when people become more and more addicted to this convenience and fail to communicate with people who are close to them, their face-to-face interpersonal skills are lost.","However, when people become more and more addicted to this convenience, and fail to communicate with people who are close to them, their face-to-face interpersonal skills are lost.","[{'idx_src': [], 'idx_tgt': [12], 'corr_type': 'Mec'}]"
Social media provides people a way of talking and chatting which can never be considered as a way of communication.,Social media provide people a way of talking and chatting that can never be considered as a way of communication.,"[{'idx_src': [2], 'idx_tgt': [2], 'corr_type': 'SVA'}, {'idx_src': [10], 'idx_tgt': [10], 'corr_type': 'Ssub'}]"
"When ones chat on those media sites, there is no eye connection, no emotion delivery and even the expressions are typed in by using some combinations of punctuations.","When one chats on those media sites, there is no eye contact, no emotion delivery, and even the expressions are typed in by using some combination of punctuation.","[{'idx_src': [1], 'idx_tgt': [1], 'corr_type': 'Nn'}, {'idx_src': [2], 'idx_tgt': [2], 'corr_type': 'SVA'}, {'idx_src': [12], 'idx_tgt': [12], 'corr_type': 'Wci'}, {'idx_src': [], 'idx_tgt': [17], 'corr_type': 'Mec'}, {'idx_src': [27], 'idx_tgt': [28], 'corr_type': 'Nn'}, {'idx_src': [29], 'idx_tgt': [30], 'corr_type': 'Nn'}]"
"For more convenience, sentences are shortened to simply three or four words such as lol(which means laugh intensively) and ""asap"" (which means as soon as possible).","For more convenience, sentences are shortened to simply three or four words, such as lol(which means laughing intensively) and ""asap"" (which means as soon as possible).","[{'idx_src': [], 'idx_tgt': [13], 'corr_type': 'Mec'}, {'idx_src': [19], 'idx_tgt': [20], 'corr_type': 'Vform'}]"
People indeed go to great length to make their words as shorter as they can.,People indeed go to great lengths to make their words as short as they can.,"[{'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'Nn'}, {'idx_src': [11], 'idx_tgt': [11], 'corr_type': 'Wform'}]"
"While, once they are communicating with people in their face, expressing themselves appropriately become really a big problem.","On the other hand, once they are communicating with people in their face, expressing themselves appropriately becomes a really big problem.","[{'idx_src': [0], 'idx_tgt': [0, 1, 2, 3], 'corr_type': 'Wci'}, {'idx_src': [15], 'idx_tgt': [18], 'corr_type': 'SVA'}, {'idx_src': [16, 17], 'idx_tgt': [19, 20], 'corr_type': 'WOadv'}]"
Social media also provides people huge brunch information about people and things that they interests.,Social media also provide people huge branches of information about people and things that interest them.,"[{'idx_src': [3], 'idx_tgt': [3], 'corr_type': 'SVA'}, {'idx_src': [6], 'idx_tgt': [6], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [7], 'corr_type': 'Prep'}, {'idx_src': [13], 'idx_tgt': [], 'corr_type': 'Pref'}, {'idx_src': [14], 'idx_tgt': [14, 15], 'corr_type': 'Pref'}]"
"For example, on Twitter, it is exciting to follow people that you adore like famous movie and series stars, business men and entrepreneurs.","For example, on Twitter, it is exciting to follow people that you adore, like famous movie and TV series stars, business men and entrepreneurs.","[{'idx_src': [], 'idx_tgt': [15], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [20], 'corr_type': 'Others'}]"
It makes people feel extreme close to their admirers 'lives and works.,It makes people feel extremely close to their idols 'lives and works.,"[{'idx_src': [4], 'idx_tgt': [4], 'corr_type': 'Wform'}, {'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'Wci'}]"
Updated news people care about can be easily obtained when you refresh your social media sites on your smart phones and laptops almost every time at any time.,"Updated news that people care about can be easily obtained when you refresh your social media sites on your smartphones and laptops, almost at any time.","[{'idx_src': [], 'idx_tgt': [2], 'corr_type': 'Ssub'}, {'idx_src': [18, 19], 'idx_tgt': [19], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [22], 'corr_type': 'Mec'}, {'idx_src': [23, 24], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
"However, after one has registered in those social media sites which are not reliable, all the information you have filled in will be a weapon against you in the future.","However, after one has registered for those social media sites that are not reliable, all the information you have filled in could be a weapon against you in the future.","[{'idx_src': [6], 'idx_tgt': [6], 'corr_type': 'Prep'}, {'idx_src': [11], 'idx_tgt': [11], 'corr_type': 'Ssub'}, {'idx_src': [23], 'idx_tgt': [23], 'corr_type': 'Vm'}]"
"Furthermore, not everyone on the social media sites is honest.","Furthermore, not everyone on social media sites is honest.","[{'idx_src': [5], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}]"
The profile picture may not be the person who that user says he or she really is.,The profile picture may not be the person whom that user says he or she really is.,"[{'idx_src': [8], 'idx_tgt': [8], 'corr_type': 'Wform'}]"
"The reason might just be that he or she just wants to ""decorate"" his or her face.","The reason might just be that he or she just wants to ""decorate"" his or her face.",[]
But there is possibility that the person on the other side is deceiving you in order to obtain your information against you.,"But there is a possibility that the person on the other side is deceiving you in order to obtain your information, and use it against you.","[{'idx_src': [], 'idx_tgt': [3], 'corr_type': 'ArtOrDet'}, {'idx_src': [], 'idx_tgt': [21], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [22, 23, 24], 'corr_type': 'V0'}]"
No pledge of authenticity risks people's information and privacy that are shared on social media sites.,No pledge of authenticity shared on social media sites ensures people's information and privacy.,"[{'idx_src': [], 'idx_tgt': [4, 5, 6, 7, 8], 'corr_type': 'WOinc'}, {'idx_src': [4], 'idx_tgt': [9], 'corr_type': 'Wci'}, {'idx_src': [10, 11, 12, 13, 14, 15, 16], 'idx_tgt': [], 'corr_type': 'WOinc'}]"
"To sum up, social media has advantages and disadvantages in people's daily life.","To sum up, social media have advantages and disadvantages in people's daily lives.","[{'idx_src': [6], 'idx_tgt': [6], 'corr_type': 'SVA'}, {'idx_src': [14], 'idx_tgt': [14], 'corr_type': 'Nn'}]"
It shortens the distance between people from all over the world and makes instant communication possible.,They shorten the distance between people from all over the world and make instant communication possible.,"[{'idx_src': [0], 'idx_tgt': [0], 'corr_type': 'Pref'}, {'idx_src': [1], 'idx_tgt': [1], 'corr_type': 'SVA'}, {'idx_src': [12], 'idx_tgt': [12], 'corr_type': 'SVA'}]"
And it becomes more convenient to obtain and update information by using social media.,And it has become more convenient to obtain and update information by using social media.,"[{'idx_src': [2], 'idx_tgt': [2, 3], 'corr_type': 'Vt'}]"
"On the contrary, social media makes people lose their ability to communicate effectively in their real lives and makes people risk exposing their privacy to those whose identity can not be verified on the social media sites.","On the other hand, social media make people lose their ability to communicate effectively in their real lives, and make people risk exposing their privacy to those whose identity can not be verified on social media sites.","[{'idx_src': [2], 'idx_tgt': [2, 3], 'corr_type': 'Wci'}, {'idx_src': [6], 'idx_tgt': [7], 'corr_type': 'SVA'}, {'idx_src': [], 'idx_tgt': [19], 'corr_type': 'Mec'}, {'idx_src': [19], 'idx_tgt': [21], 'corr_type': 'SVA'}, {'idx_src': [34], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}]"
How do social media help change our lives?,How do social media help change our lives?,[]
"As the development of the technology, social media becomes more and more significant role in the whole world.","With the development of technology, social media has had a more and more significant role in the world.","[{'idx_src': [0], 'idx_tgt': [0], 'corr_type': 'Prep'}, {'idx_src': [4], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [9], 'idx_tgt': [8, 9], 'corr_type': 'Wci'}, {'idx_src': [], 'idx_tgt': [10], 'corr_type': 'ArtOrDet'}, {'idx_src': [17], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
Everyone in the world can not stop using it every day to express their feelings or ideas and a log of other stuff which helps their friends know their lives better.,"Everyone in the world can not stop using it every day to express their feelings or ideas, and a lot of other stuff that helps their friends know their lives better.","[{'idx_src': [], 'idx_tgt': [17], 'corr_type': 'Mec'}, {'idx_src': [19], 'idx_tgt': [20], 'corr_type': 'Mec'}, {'idx_src': [23], 'idx_tgt': [24], 'corr_type': 'Ssub'}]"
