Before Statements,After Statements,Error Correction
"To them, social media is the only resource they can approach to know everything happened in their home country and the way they can use to show their lives to their lovers as well.","For them, social media is the only resource they can use to know everything that has happened in their home country, and the medium they can use to show their lives to their lovers as well.","[{'idx_src': [0], 'idx_tgt': [0], 'corr_type': 'Prep'}, {'idx_src': [11], 'idx_tgt': [11], 'corr_type': 'Wci'}, {'idx_src': [], 'idx_tgt': [15, 16], 'corr_type': 'Ssub'}, {'idx_src': [], 'idx_tgt': [22], 'corr_type': 'Mec'}, {'idx_src': [22], 'idx_tgt': [25], 'corr_type': 'Wci'}]"
"What's more, these days social media plays an important role in spreading the information.","What's more, these days social media plays an important role in spreading information.","[{'idx_src': [14], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}]"
"Nowadays, people can just easily put their renting information on their facebook account and wait for the response from others who are from different parts of the world which brings us a huge amount of convenience.","Nowadays, people can easily put their renting information on their Facebook account and wait for the response from others who are from different parts of the world, which brings us a huge amount of convenience.","[{'idx_src': [4], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [12], 'idx_tgt': [11], 'corr_type': 'Mec'}, {'idx_src': [], 'idx_tgt': [28], 'corr_type': 'Mec'}]"
It is quite significant especially for those young teenagers since they would rather go to these sites to see the news and know what happened in this world than read the newspaper every day.,"It is quite significant especially for young teenagers, since they would rather go to these sites to see the news and know what happens in this world than read the newspaper every day.","[{'idx_src': [6], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [], 'idx_tgt': [8], 'corr_type': 'Mec'}, {'idx_src': [24], 'idx_tgt': [24], 'corr_type': 'Vt'}]"
"However, there are also a great amount of people who against this technology.","However, there are also a great amount of people who are against this technology.","[{'idx_src': [], 'idx_tgt': [11], 'corr_type': 'V0'}]"
They worry a lot about the bad effect on the teenagers who are still developing themselves.,They worry a lot about the bad effects on the teenagers who are still developing themselves.,"[{'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'Nn'}]"
They pointed that actually social media reduces the chance for us to talk to people around us face to face.,They pointed out that social media actually reduces the chance for us to talk to people around us face to face.,"[{'idx_src': [], 'idx_tgt': [2], 'corr_type': 'Prep'}, {'idx_src': [3], 'idx_tgt': [], 'corr_type': 'WOadv'}, {'idx_src': [], 'idx_tgt': [6], 'corr_type': 'WOadv'}]"
"The more we care about facebook, the less time we will have to spend with our friends.","The more we care about Facebook, the less time we will have to spend with our friends.","[{'idx_src': [5], 'idx_tgt': [5], 'corr_type': 'Mec'}]"
"Nowadays, it is quite common to see on some party, people would more prefer looking at their phones and reading all the posts on facebook if they feel bored.","Nowadays, it is quite common to see that at a party, people would prefer to look at their phones and read all the posts on Facebook if they feel bored.","[{'idx_src': [8], 'idx_tgt': [8, 9], 'corr_type': 'Prep'}, {'idx_src': [9], 'idx_tgt': [10], 'corr_type': 'ArtOrDet'}, {'idx_src': [14], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [16], 'idx_tgt': [16, 17], 'corr_type': 'Vform'}, {'idx_src': [21], 'idx_tgt': [22], 'corr_type': 'Vform'}, {'idx_src': [26], 'idx_tgt': [27], 'corr_type': 'Mec'}]"
"It makes people worry since if all the teenagers continue using social media frequently, they will decrease the ability to talk to people.","It makes people worry because if all the teenagers continue using social media frequently, they will decrease their ability to talk to people.","[{'idx_src': [4], 'idx_tgt': [4], 'corr_type': 'Trans'}, {'idx_src': [18], 'idx_tgt': [18], 'corr_type': 'ArtOrDet'}]"
They will feel it becomes difficult for them to find any topics to communicate with other people.,They will feel it becomes difficult for them to find any topics to communicate to other people.,"[{'idx_src': [14], 'idx_tgt': [14], 'corr_type': 'Prep'}]"
"Personally, I strongly agree that social media brings more disadvantages compared to advantages it gives us.","Personally, I strongly agree that social media brings more disadvantages compared to the advantages it gives us.","[{'idx_src': [], 'idx_tgt': [13], 'corr_type': 'ArtOrDet'}]"
"Although it is really useful when we need to use it to let other people know we really live a good life, it wastes us a lot of time as well.","Although it is really useful when we need to use it to let other people know we really live a good life, it wastes a lot of time as well.","[{'idx_src': [25], 'idx_tgt': [], 'corr_type': 'Rloc-'}]"
"Think in another way, if we put those time we spend on wandering on those sites, we may already finish one book or do other more meaningful things.","Thinking of it another way, if we put the time we spend on wandering on those to better use, we may finish book or do other, more meaningful things.","[{'idx_src': [0], 'idx_tgt': [0], 'corr_type': 'Vform'}, {'idx_src': [1], 'idx_tgt': [1], 'corr_type': 'Prep'}, {'idx_src': [], 'idx_tgt': [2], 'corr_type': 'Others'}, {'idx_src': [8], 'idx_tgt': [9], 'corr_type': 'ArtOrDet'}, {'idx_src': [16], 'idx_tgt': [17, 18, 19], 'corr_type': 'Others'}, {'idx_src': [20], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [22], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [], 'idx_tgt': [28], 'corr_type': 'Mec'}]"
We should keep in mind that there are still ways for us to contact with our family or friends.,We should keep in mind that there are still ways for us to contact with our family or friends.,[]
Everything will be bad if we don't know how to use them wisely no matter whether it is really good or not.,Everything will be bad if we don't know how to use them wisely no matter whether they are really good or not.,"[{'idx_src': [17], 'idx_tgt': [17], 'corr_type': 'Pref'}, {'idx_src': [18], 'idx_tgt': [18], 'corr_type': 'SVA'}]"
"As a result, it is important for people to know that we need to be cautious about the time we spend on these social media.","As a result, it is important for people to know that we need to be cautious about the time we spend on these social media sites.","[{'idx_src': [], 'idx_tgt': [26], 'corr_type': 'Others'}]"
"As stated above, I strongly believe that if we can use social media wisely rather than abusing it, we will all live a better life.","As stated above, I strongly believe that if we can use social media wisely rather than abusing it, we will all live a better life.",[]
The advantage and disadvantage of social media,The advantage and disadvantage of social media,[]
"Nowadays, as the technology is becoming increasingly advanced, more and more social media sites are showing up in our daily life.","Nowadays, as technology is becoming increasingly advanced, more and more social media sites are showing up in our daily lives.","[{'idx_src': [3], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [22], 'idx_tgt': [21], 'corr_type': 'Nn'}]"
"You can see people playing Facebook, Twitter through their smart phones or ipad on buses or on trains.",You can see people playing on Facebook or Twitter through their smart phones or iPads on buses or trains.,"[{'idx_src': [], 'idx_tgt': [5], 'corr_type': 'Prep'}, {'idx_src': [6], 'idx_tgt': [7], 'corr_type': 'Trans'}, {'idx_src': [13], 'idx_tgt': [14], 'corr_type': 'Nn'}, {'idx_src': [17], 'idx_tgt': [], 'corr_type': 'Prep'}]"
Some may say that the appearance for these modern media will reduce the chance for people to communicate face to face.,Some may say that the appearance of this modern media will reduce the chance for people to communicate face to face.,"[{'idx_src': [6], 'idx_tgt': [6], 'corr_type': 'Prep'}, {'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'ArtOrDet'}]"
This essay will illustrate the pros and cons of using social media in modern society.,This essay will illustrate the pros and cons of using social media in modern society.,[]
"Firstly of all, social media can make it more convenient for people to make friends and contact each other.","Firstly of all, social media can make it more convenient for people to make friends and contact each other.",[]
"Years ago when these modern products have not been popular, the way for people to communicate or contact people far way are still restricted in making phone calls, sending emails or writing letters.","Years ago when these modern products had not been popular, the way for people to communicate or contact people far way was still restricted to making phone calls, sending emails or writing letters.","[{'idx_src': [6], 'idx_tgt': [6], 'corr_type': 'Vt'}, {'idx_src': [22], 'idx_tgt': [22], 'corr_type': 'Vt'}, {'idx_src': [25], 'idx_tgt': [25], 'corr_type': 'Prep'}]"
Some will take long time and some are not efficient enough for people to get their response.,Some methods will take a long time and some are not efficient enough for people to get their response.,"[{'idx_src': [], 'idx_tgt': [1], 'corr_type': 'Others'}, {'idx_src': [], 'idx_tgt': [4], 'corr_type': 'ArtOrDet'}]"
"However, social media solves these problems well.","However, social media solves these problems well.",[]
People can contact their friends on the internet and get their reply very fast.,People can contact their friends on the internet and get their reply very fast.,[]
The communication is also not limited in words.,The communication is also not limited to words.,"[{'idx_src': [6], 'idx_tgt': [6], 'corr_type': 'Prep'}]"
People can express themselves through pictures or emotions.,People can express themselves through pictures or emoticons.,"[{'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'Mec'}]"
People can also get to know their friends 'state and mood by looking at their posts on line.,People can also get to know their friends 'states and moods by looking at their posts on line.,"[{'idx_src': [9], 'idx_tgt': [9], 'corr_type': 'Nn'}, {'idx_src': [11], 'idx_tgt': [11], 'corr_type': 'Nn'}]"
"Moreover, people can be aware of what is going on in social situation and see the comments online and share their opinions on these websites.","Moreover, people can be aware of what is going on in social situations, see the comments online and share their opinions on these websites.","[{'idx_src': [13], 'idx_tgt': [13, 14], 'corr_type': 'Nn'}, {'idx_src': [14], 'idx_tgt': [], 'corr_type': 'Trans'}]"
These social media makes people's life much more colorful and provide a lot of fun.,Social media makes people's lives much more colorful and provides a lot of fun.,"[{'idx_src': [0], 'idx_tgt': [], 'corr_type': 'Rloc-'}, {'idx_src': [1], 'idx_tgt': [0], 'corr_type': 'Mec'}, {'idx_src': [6], 'idx_tgt': [5], 'corr_type': 'Nn'}, {'idx_src': [11], 'idx_tgt': [10], 'corr_type': 'SVA'}]"
"However, social media may do some harm to people's life.","However, social media may do some harm to people's lives.","[{'idx_src': [11], 'idx_tgt': [11], 'corr_type': 'Nn'}]"
It will make people spend more time on chatting on the internet rather than communicate face to face such that the interpersonal skill will be badly affected.,"It will make people spend more time chatting on the internet rather than communicating face to face, such that interpersonal skills will be badly affected.","[{'idx_src': [7], 'idx_tgt': [], 'corr_type': 'Prep'}, {'idx_src': [14], 'idx_tgt': [13], 'corr_type': 'Vform'}, {'idx_src': [], 'idx_tgt': [17], 'corr_type': 'Mec'}, {'idx_src': [20], 'idx_tgt': [], 'corr_type': 'ArtOrDet'}, {'idx_src': [22], 'idx_tgt': [21], 'corr_type': 'Nn'}]"
Some people spend a lot of time in it and forget their real life.,Some people spend a lot of time on it and forget their real life.,"[{'idx_src': [7], 'idx_tgt': [7], 'corr_type': 'Prep'}]"
"Actually, I have seen some people are very funny and interesting when I am chatting with them online.","Actually, I have seen some people who are very funny and interesting when I am chatting with them online,","[{'idx_src': [], 'idx_tgt': [7], 'corr_type': 'Ssub'}, {'idx_src': [18, 19], 'idx_tgt': [19], 'corr_type': 'Mec'}]"
